Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC
LOC112051465,protein singed,sn,1346.135329,1.527232766,0.000150778,-1.527232766
LOC112043115,circadian clock-controlled protein-like,CG17279,6709.533722,2.001483322,0.000151207,-2.001483322
LOC112054705,eukaryotic translation initiation factor 3 subunit J,Adam,1713.108108,0.664704852,0.000151207,-0.664704852
LOC112055303,transient-receptor-potential-like protein,TRPL,24.95871549,3.015198055,0.000151207,-3.015198055
LOC112048590,"keratin, type I cytoskeletal 9 isoform X2",LOC112048590,1322.250794,-0.953856866,0.000158844,0.953856866
LOC112046361,putative glycine-rich cell wall structural protein 1,LOC112046361,136.0894478,-1.688078408,0.00015885,1.688078408
LOC112048340,esterase FE4-like,CG10175,10566.37052,-2.248965844,0.000161405,2.248965844
LOC112043819,glutathione S-transferase 1-like,GstE4,320.1123583,2.651426239,0.000161488,-2.651426239
LOC112048264,uncharacterized protein LOC112048264,LOC112048264,103.5726742,-2.398369771,0.000165165,2.398369771
LOC112056689,ral guanine nucleotide dissociation stimulator isoform X3,Rgl,355.2229238,1.194646329,0.000165165,-1.194646329
LOC112057884,CBP80/20-dependent translation initiation factor isoform X1,CG13124,2635.67783,-1.854049963,0.000165656,1.854049963
LOC112048184,cathepsin B,CtsB1,999.1809178,3.088509454,0.000168519,-3.088509454
LOC112046570,tigger transposable element-derived protein 1-like,LOC112046570,48.41527986,5.48140174,0.000169774,-5.48140174
LOC112056712,GON-4-like protein isoform X2,LOC112056712,83.24710133,-1.378447884,0.000173203,1.378447884
LOC112051693,dual oxidase isoform X1,DUOX,1346.993593,-1.110181423,0.000178136,1.110181423
LOC112048759,uncharacterized LOC106124634 precursor,CG31997,120591.7775,2.627228303,0.000178221,-2.627228303
LOC112058194,histidine-rich glycoprotein-like,Cpr30B,56.38026299,2.346942952,0.000178221,-2.346942952
LOC112046934,collagen alpha-2(IV) chain-like,LOC112046934,245.9586348,2.604422497,0.000181674,-2.604422497
LOC112045311,calcyclin-binding protein,CG3226,756.6752816,0.685569918,0.000182564,-0.685569918
LOC112048865,cell wall protein IFF6-like,LOC112048865,223.1809839,-1.655927908,0.000190542,1.655927908
LOC112057305,"NAD kinase 2, mitochondrial",CG8080,5.051664062,5.975207131,0.000193698,-5.975207131
LOC112048724,ATP-binding cassette sub-family G member 1-like,CG4822,113.3377959,1.906976633,0.000194199,-1.906976633
LOC112051728,uncharacterized protein LOC112051728 isoform X2,LOC112051728,198.6428692,-1.172670192,0.000194199,1.172670192
LOC112048019,uncharacterized protein LOC112048019 isoform X1,LOC112048019,294.8695641,-1.840317424,0.000198381,1.840317424
LOC112058288,uncharacterized protein LOC112058288 isoform X2,CG46025,55.55750699,-3.650895898,0.000198886,3.650895898
LOC112053695,xin actin-binding repeat-containing protein 2 isoform X1,pot,8572.913013,0.872336294,0.000200371,-0.872336294
LOC112044077,stress-activated protein kinase JNK isoform X1,bsk,7729.420462,-1.933225537,0.000201151,1.933225537
LOC112044470,uncharacterized LOC106108503 precursor,CG14397,1345.530336,-1.268844599,0.000202583,1.268844599
LOC112055120,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2",kek5,794.5432237,1.782936264,0.000202583,-1.782936264
LOC112046577,zinc finger MYM-type protein 3,woc,1058.725841,0.796252589,0.00020561,-0.796252589
LOC112051139,protein ALP1-like,CG7492,255.1569089,-2.999904098,0.000208034,2.999904098
LOC112055872,silk gland factor 3,vvl,6489.424647,1.388293923,0.000208236,-1.388293923
LOC112045325,chitinase domain-containing protein 1,CG8460,187.7907065,0.886366945,0.000209408,-0.886366945
LOC112051516,tyrosine-protein kinase Src64B isoform X1,Src64B,379.4503639,1.912026506,0.000209778,-1.912026506
LOC112058225,histidine-rich glycoprotein-like,CG34461,197423.0692,2.47281079,0.000209778,-2.47281079
LOC112058370,beclin-1-like protein A,LOC112058370,54.13070542,1.20779752,0.000209778,-1.20779752
LOC112055477,probable sodium-coupled neutral amino acid transporter 6,mah,224.9520592,3.852603569,0.000217609,-3.852603569
LOC112053356,WD repeat-containing protein 35,Oseg4,251.6400898,1.075433539,0.000220414,-1.075433539
LOC112048322,coagulation factor IX-like,LOC112048322,39.34878276,3.656726866,0.000223308,-3.656726866
LOC112047509,proteasome subunit alpha type-7-1,Prosalpha4,1322.597932,-1.003162924,0.000225203,1.003162924
LOC112049113,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",fw,6531.428092,1.952389638,0.000229794,-1.952389638
LOC112054284,nucleoside diphosphate-linked moiety X motif 19-like,CG10194,298.6617963,-0.805730849,0.000230031,0.805730849
LOC112050874,dynein assembly factor with WDR repeat domains 1,CG7568,7.924845553,5.888556043,0.000230289,-5.888556043
LOC112057836,uncharacterized protein LOC112057836,CG4281,397.2283303,0.608124705,0.000230289,-0.608124705
LOC112054463,protein Smaug,smg,453.8799216,-0.832393379,0.000231222,0.832393379
LOC112052515,zinc finger protein 260-like isoform X2,ZNF296,124.0600066,0.895702526,0.000232857,-0.895702526
LOC112043759,BAM18118.1  CG34115,CG34115,16570.18626,1.06768418,0.000233842,-1.06768418
LOC112056401,uncharacterized protein LOC112056401,LOC112056401,145599.3913,-4.557086263,0.000234204,4.557086263
LOC112055254,translocation protein SEC63 homolog,Sec63,2512.553259,-0.64618666,0.000235998,0.64618666
LOC112045378,repetitive proline-rich cell wall protein,LOC112045378,192877.5609,1.695864819,0.000237997,-1.695864819
LOC112052970,mitochondrial Rho GTPase isoform X1,Miro,552.4711264,-0.951522824,0.000237997,0.951522824
LOC112055680,dynein light chain roadblock-type 2-like,robl,959.7778958,-0.811052393,0.000237997,0.811052393
LOC112049082,phosphoenolpyruvate carboxykinase [GTP]-like isoform X2,Pepck,198.2505027,2.599961943,0.000240289,-2.599961943
LOC112043341,NA,NA,98.85347169,-1.378319317,0.000240539,1.378319317
LOC112054449,NA,NA,22.04417463,-5.230143498,0.000240539,5.230143498
LOC112057822,CKLF-like MARVEL transmembrane domain-containing protein 4,LOC112057822,1512.43394,-0.872498951,0.000240539,0.872498951
LOC112053016,MICAL-like protein 1 isoform X1,MICAL-like,1156.950652,-0.81229625,0.000241336,0.81229625
LOC112043733,peptidyl-prolyl cis-trans isomerase H,CG17266,68.13340522,1.208428243,0.000249547,-1.208428243
LOC112054831,uncharacterized protein LOC112054831,Osi10a,12.90917426,-4.994974522,0.000249547,4.994974522
LOC112043723,elongation of very long chain fatty acids protein AAEL008004-like,CG31523,2343.205702,0.923452835,0.000250621,-0.923452835
LOC112047849,probable cytochrome P450 303a1,CYP303A1,20808.363,0.473674593,0.000250621,-0.473674593
LOC112051279,zinc finger RNA-binding protein isoform X1,Zn72D,2874.622792,-0.571156339,0.000250621,0.571156339
LOC112052493,alpha-tocopherol transfer protein-like,LOC112052493,627.8247414,3.994697463,0.000250659,-3.994697463
LOC112056607,putative zinc finger protein 45-like protein,Kah,95.04444193,1.100302043,0.000252784,-1.100302043
LOC112042790,putative fatty acyl-CoA reductase CG5065,CG12268,784.3348669,1.189381889,0.00025447,-1.189381889
LOC112049083,serine/arginine repetitive matrix protein 1 isoform X2,CG14982,1026.680726,-1.181269706,0.00025447,1.181269706
LOC112050065,skin secretory protein xP2-like,LOC112050065,173231.5471,3.150843067,0.00025447,-3.150843067
LOC112051354,serine palmitoyltransferase 1,Spt-I,462.1153573,-0.704630837,0.00025447,0.704630837
LOC112044267,protein NDRG3-like,MESK2,303.9960221,1.141856648,0.000259281,-1.141856648
LOC112053474,serine/arginine repetitive matrix protein 2,CG42748,909.6560651,-2.510312262,0.000260401,2.510312262
LOC112051017,hyphal wall protein 2-like,LOC112051017,41660.21625,2.984939986,0.0002619,-2.984939986
LOC112051013,"glucose dehydrogenase [FAD, quinone]",CG9514,182.240456,1.519790632,0.000267881,-1.519790632
LOC112046149,zinc finger protein 91-like,LOC112046149,453.0162435,-1.177237437,0.000273347,1.177237437
LOC112047862,"rRNA methyltransferase 3, mitochondrial",LOC112047862,154.0223771,0.966869933,0.000273347,-0.966869933
LOC112047355,annexin B9 isoform X2,AnxB9,4337.482228,0.728015005,0.000274645,-0.728015005
LOC112049995,trichoplein keratin filament-binding protein-like,LOC112049995,168.4878777,-1.918101032,0.000293109,1.918101032
LOC112055291,centromere/kinetochore protein zw10-like,LOC112055291,129.2801422,-1.431240505,0.000300765,1.431240505
LOC112048362,neuroglian isoform X2,Nrg,1595.996923,1.970816452,0.000302178,-1.970816452
LOC112051085,SRC kinase signaling inhibitor 1-like,LOC112051085,192.3755851,0.874952399,0.000302463,-0.874952399
LOC112045638,cleavage and polyadenylation specificity factor subunit 4,Clp,162.641271,0.871568044,0.000302547,-0.871568044
LOC112050588,uncharacterized protein LOC112050588,CG34135,21.94068866,4.832265976,0.000302547,-4.832265976
LOC112054425,transmembrane emp24 domain-containing protein 5-like,opm,43.69537588,-1.390611416,0.000302547,1.390611416
LOC112055556,ubiquitin carboxyl-terminal hydrolase CYLD isoform X1,CYLD,427.2109033,-0.866203299,0.000302547,0.866203299
LOC112048722,uncharacterized protein LOC112048722,LOC112048722,325.9540521,0.866411545,0.000310184,-0.866411545
LOC112052030,sphingolipid delta(4)-desaturase DES1,ifc,129.9451906,-1.119253062,0.000312168,1.119253062
LOC112058430,GTPase-activating protein,RasGAP1,1069.625001,-0.613775404,0.000315946,0.613775404
LOC112043196,protein transport protein SEC31-like isoform X3,dyl,665.2166721,4.956918588,0.000317224,-4.956918588
LOC112049826,COP9 signalosome complex subunit 7b,CSN7,437.8344308,0.492189785,0.000317224,-0.492189785
LOC112053842,heat shock protein 68-like,Hsp68,37.12041076,1.963939072,0.00031785,-1.963939072
LOC112054300,probable RNA methyltransferase CG11342,CG11342,205.150451,-1.364233714,0.000318894,1.364233714
LOC112056951,DDE-type integrase/transposase/recombinase,LOC112056951,149.6748642,-2.900463624,0.000318995,2.900463624
LOC112043590,"malate dehydrogenase, mitochondrial-like",Mdh2,63.70386826,-2.644755702,0.000320963,2.644755702
LOC112054280,skin secretory protein xP2-like,Cpr97Ea,873.6784606,1.196582675,0.000321108,-1.196582675
LOC112045278,5-oxoprolinase,CG4752,360.5321067,-0.618891997,0.000321545,0.618891997
LOC112048323,pupal cuticle protein C1B-like,LOC112048323,27191.94759,2.236595762,0.000321545,-2.236595762
LOC112048501,X-box-binding protein 1,Xbp1,2519.48347,-1.499168242,0.00032946,1.499168242
LOC112045689,RNA-binding protein Musashi homolog 2 isoform X1,msi,8295.933466,-1.60584426,0.000332969,1.60584426
LOC112043029,proteasomal ubiquitin receptor ADRM1 isoform X1,Rpn13,1251.286278,-0.683644516,0.000333994,0.683644516
LOC112043325,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,CG13516,2352.839012,1.365633337,0.000339135,-1.365633337
LOC112050510,cryptochrome-1,cry,216.4801436,-1.577390483,0.000339135,1.577390483
LOC112045239,probable ribonuclease ZC3H12B isoform X2,Regnase-1,1532.936605,0.966038671,0.000350631,-0.966038671
LOC112053414,venom carboxylesterase-6-like,CG6414,2233.230461,2.265679034,0.000350631,-2.265679034
LOC112053358,transmembrane protein 164,CG14591,972.5580876,-0.806314233,0.00035128,0.806314233
LOC112055564,dnaJ protein homolog 1,CG5001,2092.040275,-1.002324856,0.000356829,1.002324856
LOC112047321,cryptochrome-1-like isoform X1,cry2,592.3737718,-1.163671947,0.000358764,1.163671947
LOC112056869,OWR51406.1 fibroin-modulator-binding protein-1,LOC112056869,200.775773,0.81351343,0.000358764,-0.81351343
LOC112052466,uncharacterized protein LOC112052466 isoform X3,LOC112052466,255.9121238,-0.889950236,0.000358839,0.889950236
LOC112044436,transducin beta-like protein 2 isoform X2,LOC112044436,9758.248354,0.777447966,0.000361959,-0.777447966
LOC112044767,eukaryotic translation initiation factor 3 subunit K,eIF3k,825.5752907,0.538480685,0.000366023,-0.538480685
LOC112046513,adenylosuccinate lyase,AdSL,411.7406253,2.13711431,0.000368686,-2.13711431
LOC112050243,uncharacterized protein LOC112050243,CG14321,42.83904147,-2.867594631,0.000368686,2.867594631
LOC112050751,leucine carboxyl methyltransferase 1,CG3793,368.4274591,-0.845623766,0.000368686,0.845623766
LOC112052081,uncharacterized protein LOC112052081,LOC112052081,39.1468591,-3.085200517,0.000368686,3.085200517
LOC112052945,bromodomain and WD repeat-containing protein 1,BRWD3,149.8245077,-1.026096687,0.000368686,1.026096687
LOC112056063,glycine--tRNA ligase,Aats-gly,1760.390841,-1.080244762,0.000368686,1.080244762
LOC112055090,glycine-rich protein 5-like,LOC112055090,69.34557653,1.980602924,0.00037302,-1.980602924
LOC112044621,atypical protein kinase C isoform X2,aPKC,2020.613696,-1.297763193,0.000384301,1.297763193
LOC112052225,"alpha-actinin, sarcomeric isoform X1",Actn,331.5639445,1.329736868,0.000392576,-1.329736868
LOC112049213,phosphoglucomutase,Pgm,233.1952654,-0.884646151,0.000399788,0.884646151
LOC112052331,protein phosphatase Slingshot,ssh,548.1676999,-0.830805866,0.000399788,0.830805866
LOC112054422,GATA zinc finger domain-containing protein 14-like isoform X2,LOC112054422,55.20562108,1.161730766,0.000399788,-1.161730766
LOC112052192,"39S ribosomal protein L34, mitochondrial",mRpL34,54.23637685,1.321941871,0.00040068,-1.321941871
LOC112054162,cuticle protein 8-like,Cpr64Aa,34.75698734,3.776763043,0.000401301,-3.776763043
LOC112044283,neuronal acetylcholine receptor subunit alpha-7 isoform X1,nAChRalpha6,85.03055237,3.126983687,0.000405285,-3.126983687
LOC112057658,protein yellow,yel-b,962.5163651,0.824501713,0.000405285,-0.824501713
LOC112047146,ejaculatory bulb-specific protein 3-like,CSP3,295.1815282,-2.16369217,0.000409421,2.16369217
LOC112052918,pancreatic triacylglycerol lipase-like,CG6847,32.44680709,-3.020291271,0.000413192,3.020291271
LOC112043669,sphingosine-1-phosphate phosphatase 1-like,LOC112043669,1297.373726,-2.052782157,0.000418733,2.052782157
LOC112049436,uncharacterized protein LOC112049436,CG14223,423.3054798,-1.167001371,0.000423728,1.167001371
LOC112055862,conserved oligomeric Golgi complex subunit 1,LOC112055862,169.9765683,3.02671287,0.00043309,-3.02671287
LOC112054266,"thioredoxin reductase 1, mitochondrial isoform X1",Trxr-1,3194.604824,1.025782418,0.000445538,-1.025782418
LOC112056659,putative conserved secreted protein,LOC112056659,218.4267715,-4.076287757,0.000447329,4.076287757
LOC112056683,zinc finger protein 37-like,LOC112056683,435.6339038,0.959694687,0.000447329,-0.959694687
LOC112051923,septin-7 isoform X1,pnut,4121.21094,-0.916997689,0.000450106,0.916997689
LOC112058567,phosphatidylserine synthase 1,Pss,281.0208245,-0.996380141,0.000450106,0.996380141
LOC112052355,global transcription regulator sge1,Cpr100A,2994.548259,1.646240969,0.000450291,-1.646240969
LOC112051071,uncharacterized LOC106124846 precursor,dyl,3066.560922,-1.176883848,0.000465283,1.176883848
LOC112052883,poly(U)-specific endoribonuclease homolog,ENDOU,855.330751,1.79449952,0.000466175,-1.79449952
LOC112044630,4F2 cell-surface antigen heavy chain-like,Mal-B2,144.447727,0.837272338,0.000469972,-0.837272338
LOC112049322,laminin subunit alpha-2-like,trol-,41.3740409,1.59331372,0.000469972,-1.59331372
LOC112047047,protein CLEC16A homolog isoform X2,ema,282.7202314,-0.795022551,0.000475304,0.795022551
LOC112058164,cuticle protein 8-like,CG34461,82791.93757,2.008091959,0.000480214,-2.008091959
LOC112047820,amyloid beta A4 precursor protein-binding family B member 1-interacting protein isoform X1,pico,450.4503661,-0.982215928,0.000488368,0.982215928
LOC112043554,putative inorganic phosphate cotransporter,MFS10,224.1488377,-0.843885635,0.00048998,0.843885635
LOC112053908,major facilitator superfamily domain-containing protein 6-like,CG15706,195.1135397,-1.134003911,0.00048998,1.134003911
LOC112047402,charged multivesicular body protein 1b,Chmp1,306.028656,-0.85706387,0.000494904,0.85706387
LOC112058590,zinc finger protein SNAI2-like,esg,45.42166996,-1.441598242,0.000494985,1.441598242
LOC112053788,low density lipoprotein receptor adapter protein 1-A,CG14968,1871.173176,-1.866029944,0.000500693,1.866029944
LOC112043166,U3 small nucleolar RNA-associated protein 4 homolog,l(3)72Dn,225.2070904,0.846475258,0.000503237,-0.846475258
LOC112045429,uncharacterized protein LOC112045429,LOC112045429,130.1953161,-3.710835062,0.000512488,3.710835062
LOC112046189,"28S ribosomal protein S36, mitochondrial",LOC112046189,380.9147417,-0.678028415,0.000512488,0.678028415
LOC112047200,protein FAM13A isoform X1,LOC112047200,53.85215629,2.536446706,0.000512488,-2.536446706
LOC112047669,phospholipid phosphatase 2-like isoform X1,wun,257.2026953,-1.776500816,0.000512488,1.776500816
LOC112056102,neuropeptide-like protein 29,LOC112056102,41454.55422,2.677080219,0.000512488,-2.677080219
LOC112046738,hydroxymethylglutaryl-CoA synthase 1,Hmgs,204.5409305,-2.154800014,0.000528087,2.154800014
LOC112046213,carboxypeptidase M isoform X1,CG4678,10208.31004,-3.779460786,0.00052829,3.779460786
LOC112043226,cyclin-L1,CG16903,302.4695256,0.725537614,0.00053234,-0.725537614
LOC112044314,"39S ribosomal protein L37, mitochondrial",mRpL37,171.8306216,0.925339463,0.00053234,-0.925339463
LOC112043346,KPI93276.1 F-box/LRR-repeat protein 6,Fbl6,769.1691006,0.544526483,0.000541301,-0.544526483
LOC112043907,tyrosine-protein kinase transmembrane receptor Ror,Ror,372.1363062,-1.073438726,0.000541301,1.073438726
LOC112047498,uncharacterized protein LOC112047498,tara,535.0329145,1.122706001,0.000541301,-1.122706001
LOC112052915,FK506-binding protein 2,Fkbp14,7914.973196,-1.307523947,0.000541301,1.307523947
LOC112052079,SUMO-conjugating enzyme UBC9-A,lwr,2032.411202,0.433847835,0.000553718,-0.433847835
LOC112056100,glycine-rich protein 3-like,LOC112056100,18.21972142,5.036879479,0.00055506,-5.036879479
LOC112046565,inositol monophosphatase 1,CG9391,149.4401809,-2.581587469,0.000559032,2.581587469
LOC112055747,NEDD4 family-interacting protein 1,Ndfip,488.8310574,-1.381397874,0.00057682,1.381397874
LOC112046628,trafficking protein particle complex subunit 10,SIDL,1256.274297,0.666817588,0.000581922,-0.666817588
LOC112050763,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Etf-QO,1654.298313,0.642855863,0.000581922,-0.642855863
LOC112057265,neuroglian isoform X1,Nrg,218.7360371,1.985197061,0.000583638,-1.985197061
LOC112053304,tyrosine-protein kinase transmembrane receptor Ror2,Nrk,645.1047984,-0.866265252,0.000591282,0.866265252
LOC112054365,sodium-coupled monocarboxylate transporter 1,CG7720,158.5400963,-2.478801305,0.000597486,2.478801305
LOC112051823,uncharacterized oxidoreductase YjmC,CG10512,53.22243113,2.326174119,0.000598842,-2.326174119
LOC112051695,protein RFT1 homolog,CG3149,1009.536736,-0.483630611,0.000607628,0.483630611
LOC112043313,serine protease inhibitor 88Ea-like,Spn88Ea,7172.794155,1.122857957,0.000612723,-1.122857957
LOC112056160,uncharacterized protein LOC112056160,LOC112056160,5095.751533,0.795627137,0.000613509,-0.795627137
LOC112053988,uncharacterized protein LOC112053988,RhoGEF64C,1249.535592,-1.346677309,0.000619197,1.346677309
LOC112048464,ubiquitin-like modifier-activating enzyme ATG7,LOC112048464,25.17057213,-3.107684115,0.000623112,3.107684115
LOC112045937,uncharacterized protein LOC112045937,CG46319,153.4763816,0.789618767,0.000623401,-0.789618767
LOC112045129,D-arabinitol dehydrogenase 1-like,LOC112045129,101.0926302,3.591978219,0.00062821,-3.591978219
LOC112046081,ribosomal protein S6 kinase alpha-5-like isoform X1,JIL-1,1492.54908,-1.106629576,0.000630445,1.106629576
LOC112050405,uncharacterized protein LOC112050405,LOC112050405,1806.02788,-0.775753492,0.00063292,0.775753492
LOC112042944,putative G-protein coupled receptor 112,CG15556,161.6915523,-1.99887812,0.000634136,1.99887812
LOC112049046,NA,NA,50.35434549,1.649273728,0.00064656,-1.649273728
LOC112047847,"isocitrate dehydrogenase [NAD] subunit beta, mitochondrial isoform X1",Idh3b,446.9982982,-0.919035852,0.000646858,0.919035852
LOC112051921,ataxin-1-like isoform X1,Atx-1,1237.92159,1.756193507,0.000646858,-1.756193507
LOC112058449,protein kinase C-binding protein 1-like isoform X2,CG1815,737.4507999,0.629094419,0.000647533,-0.629094419
LOC112058178,cuticle protein 7-like,Cpr62Bc,54.0303496,2.717868715,0.000664032,-2.717868715
LOC112054078,endoplasmic reticulum metallopeptidase 1-like,CG11961,246.3330254,-0.775886263,0.00066696,0.775886263
LOC112055292,uncharacterized protein LOC112055292,LOC112055292,9.196598415,-6.408007332,0.000673673,6.408007332
LOC112054326,elongation factor Tu-like,mEFTu2,110.6334655,0.831299869,0.000674193,-0.831299869
LOC112050846,glyoxylate reductase/hydroxypyruvate reductase-like,CG9331,105.0000892,-1.296732344,0.000676085,1.296732344
LOC112058298,protein artichoke,atk,1479.185397,1.489297874,0.000680112,-1.489297874
LOC112047094,V-type proton ATPase subunit S1,VhaAC45,1175.912778,-0.436420767,0.000689337,0.436420767
LOC112044261,uncharacterized protein LOC112044261,LOC112044261,125.3657804,-1.286205058,0.000692899,1.286205058
LOC112043233,CCAAT/enhancer-binding protein-like,slbo,5030.537318,1.105214908,0.000700764,-1.105214908
LOC112058629,putative fatty acyl-CoA reductase CG5065,CG5065,35049.25629,0.684828876,0.000701811,-0.684828876
LOC112053311,plasma kallikrein,CG14892,4051.631615,-3.324664907,0.000712287,3.324664907
LOC112048074,geranylgeranyl transferase type-2 subunit beta,betaggt-II,175.9848501,-1.05067702,0.000714572,1.05067702
LOC112056655,solute carrier family 25 member 44,CG5805,100.345436,-1.046057982,0.000714572,1.046057982
LOC112050085,"putative tricarboxylate transport protein, mitochondrial",sea,280.8085029,1.398496758,0.0007285,-1.398496758
LOC112047818,larval cuticle protein LCP-17-like,Cpr49Aa,24.84941368,4.809435191,0.000736246,-4.809435191
LOC112049627,protein ALP1-like,LOC112049627,92.63537347,2.374485774,0.000754277,-2.374485774
LOC112051487,transcription factor Sox-5,Sox102F,2905.934703,0.500040218,0.000755098,-0.500040218
LOC112056517,"cytochrome c oxidase subunit 6A1, mitochondrial-like",levy,2734.093048,0.548430338,0.000755098,-0.548430338
LOC112056952,uncharacterized protein LOC112056952,LOC112056952,199.4679282,-2.084253915,0.000755098,2.084253915
LOC112056313,monocarboxylate transporter 12-B-like,CG8389,292.8539165,3.631700071,0.000755249,-3.631700071
LOC112043735,putative fatty acyl-CoA reductase CG5065,CG30427,107021.8026,0.744000882,0.000762025,-0.744000882
LOC112049258,protein furry isoform X1,fry,551.7533608,-0.594654776,0.000762025,0.594654776
LOC112049050,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SdhA,1314.377997,0.474725824,0.000773178,-0.474725824
LOC112051171,transient receptor potential-gamma protein-like,Trpgamma,86.50765963,-4.102049732,0.000775862,4.102049732
LOC112045254,segmentation protein Runt-like,run,14.86709566,-7.060673528,0.00077634,7.060673528
LOC112050251,probable dolichol-phosphate mannosyltransferase,Dpm1,503.5381989,0.711900998,0.00077634,-0.711900998
LOC112044044,dual specificity protein phosphatase CDC14A-like,cdc14,527.0595558,1.417904001,0.000791695,-1.417904001
LOC112047559,uncharacterized protein LOC112047559,CG13024,397.157365,1.6961541,0.000802751,-1.6961541
LOC112057833,gastrula zinc finger protein XlCGF57.1-like,LOC112057833,231.2346418,1.303672285,0.00080843,-1.303672285
LOC112045373,probable ribonuclease ZC3H12B isoform X1,CG42360,301.5776413,-0.686852604,0.000827013,0.686852604
LOC112045240,carboxypeptidase B-like,CG3108,164.1216848,-2.319497521,0.000833993,2.319497521
LOC112047582,uncharacterized protein LOC112047582,CG14636,80933.44138,-2.061312901,0.000844343,2.061312901
LOC112050351,programmed cell death 6-interacting protein,ALiX,1106.876762,-0.497578982,0.000844343,0.497578982
LOC112046701,OWR45442.1 dihydrouridine synthase domain containing protein,hng2,144.0808358,-1.562579065,0.000851964,1.562579065
LOC112054880,putative G-protein coupled receptor 112,LOC112054880,57.75180007,-1.763912582,0.000867912,1.763912582
LOC112055216,GTP-binding protein rho1-like isoform X2,RhoBTB,2929.129356,-0.902084065,0.000868708,0.902084065
LOC112057181,Retrovirus-related Pol polyprotein from transposon 297,LOC112057181,118.4451529,-4.177854989,0.000875007,4.177854989
LOC112052412,melanotransferrin,Tsf2,300.9330847,-0.737273653,0.000884522,0.737273653
LOC112050016,serine proteinase stubble,flz,305.9968976,-3.274823492,0.000890089,3.274823492
LOC112044573,"leucine-rich PPR motif-containing protein, mitochondrial",bsf,1517.941635,0.723334848,0.000891568,-0.723334848
LOC112055845,tetratricopeptide repeat protein 17-like protein,LOC112055845,248.0317874,-0.828609538,0.000903924,0.828609538
LOC112048265,heterogeneous nuclear ribonucleoprotein L isoform X1,sm,6230.483537,-1.022637793,0.000904665,1.022637793
LOC112049553,complexin isoform X1,cpx,3983.807742,-1.138534533,0.000907881,1.138534533
LOC112043068,histone deacetylase complex subunit SAP18,Bin1,162.3884351,0.646474865,0.000915379,-0.646474865
LOC112047385,interferon-related developmental regulator 1,CG31694,6865.879424,-2.594883185,0.000928207,2.594883185
LOC112054939,proline-rich protein 4-like,LOC112054939,1369.696976,-2.755789181,0.000928207,2.755789181
LOC112049747,uncharacterized protein LOC112049747 isoform X3,LOC112049747,2336.515013,-2.496947237,0.000928531,2.496947237
LOC112050866,obscurin isoform X8,Unc-89,77.90795653,2.792941992,0.000928531,-2.792941992
LOC112053266,serine/arginine repetitive matrix protein 2,LOC112053266,762.0022099,-2.319833841,0.000947398,2.319833841
LOC112049382,E3 ubiquitin-protein ligase RFWD3-like,mus302,486.6702149,-2.608291123,0.000952721,2.608291123
LOC112053095,golgin subfamily A member 4-like isoform X3,LOC112053095,130.0032673,-1.614291693,0.00095384,1.614291693
LOC112050314,larval cuticle protein A2B-like,Ccp84Ad,28.25390825,4.875166004,0.000963451,-4.875166004
LOC112056086,CD151 antigen-like,LOC112056086,6274.28364,1.195169773,0.000970543,-1.195169773
LOC112047007,epidermal growth factor receptor kinase substrate 8-like protein 1 isoform X2,aru,2943.543608,1.08300709,0.000975807,-1.08300709
LOC112054517,cytochrome P450 4C1-like,Cyp4c3,68.86712519,1.879872799,0.000975807,-1.879872799
LOC112046900,serine/arginine repetitive matrix protein 1-like,a,186.5833474,1.667137465,0.00097996,-1.667137465
LOC112052872,uncharacterized protein LOC112052872,LOC112052872,92.92539954,3.793253324,0.000983805,-3.793253324
LOC112043315,putative nuclease HARBI1,CG12253,14.27041766,2.614048857,0.00098622,-2.614048857
LOC112050724,protein sprouty,LOC112050724,151.1707596,-1.111981586,0.00098622,1.111981586
LOC112051832,protein FAM177A1,LOC112051832,414.132158,-0.88499296,0.00098622,0.88499296
LOC112055104,ER degradation-enhancing alpha-mannosidase-like protein 3,Edem2,1269.77514,-0.641582652,0.00098622,0.641582652
LOC112057055,uncharacterized protein LOC112057055,LOC112057055,384.741106,-4.517325517,0.00098622,4.517325517
LOC112049250,amino acid transporter AVT1D-like,LOC112049250,459.174006,-1.8165867,0.001003452,1.8165867
LOC112057241,"DNA polymerase subunit gamma-1, mitochondrial",tam,66.94792233,2.214128591,0.001003452,-2.214128591
LOC112055007,helix-loop-helix protein delilah-like,tx,163.1538488,-1.681169093,0.001007777,1.681169093
LOC112047461,probable G-protein coupled receptor Mth-like 3,GPRMTH5,23.31144325,2.792240148,0.001013102,-2.792240148
LOC112044663,heterogeneous nuclear ribonucleoprotein 27C isoform X6,Hrb27C,6345.329062,-0.699686164,0.001026939,0.699686164
LOC112050526,putative tyrosine-protein kinase Wsck,Cad96Ca,1058.173433,-0.692588381,0.001026939,0.692588381
LOC112049403,kinesin-like protein KIF20B,kinesin-A,132.2558249,-1.253573807,0.001031583,1.253573807
