GeneID,chr,strand,SplicingType,FDR,delta_PSI,start,end,SID
LOC112053443,NW_019862760.1,+,MXE_exon1,7.44E-08,-0.652,52316,52525,NW_019862760.1_52316_52525
LOC112053443,NW_019862760.1,+,MXE_exon1,9.04E-07,-0.658,52316,52525,NW_019862760.1_52316_52525
LOC112053443,NW_019862760.1,+,MXE_exon1,4.06E-13,-0.637,52316,52525,NW_019862760.1_52316_52525
LOC112053443,NW_019862760.1,+,MXE_exon1,0.000168676,-0.197,52316,52574,NW_019862760.1_52316_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,0.033854579,-0.324,52316,52574,NW_019862760.1_52316_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,0.001716236,-0.166,52316,52574,NW_019862760.1_52316_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,1.31E-08,-0.321,52316,52574,NW_019862760.1_52316_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,0.000194318,-0.194,52325,52574,NW_019862760.1_52325_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,0.001976114,-0.296,52352,52574,NW_019862760.1_52352_52574
LOC112053443,NW_019862760.1,+,MXE_exon1,0.000828089,-0.021,55342,55691,NW_019862760.1_55342_55691
LOC112045354,NW_019862829.1,+,MXE_exon1,0.007685949,0.033,205956,206264,NW_019862829.1_205956_206264
LOC112055393,NW_019862762.1,+,MXE_exon1,2.49E-06,-0.057,275780,276098,NW_019862762.1_275780_276098
LOC112055393,NW_019862762.1,+,MXE_exon1,0.001224904,-0.052,279762,280095,NW_019862762.1_279762_280095
LOC112043861,NW_019862799.1,+,MXE_exon1,1.20E-05,-0.357,1081053,1081289,NW_019862799.1_1081053_1081289
LOC112054077,NW_019863315.1,+,MXE_exon1,0.015783459,-0.151,106803,107048,NW_019863315.1_106803_107048
LOC112054077,NW_019863315.1,+,MXE_exon1,4.06E-13,-0.337,106804,107086,NW_019863315.1_106804_107086
LOC112054077,NW_019863315.1,+,MXE_exon1,4.27E-13,-0.338,106805,107086,NW_019863315.1_106805_107086
LOC112053186,NW_019863215.1,+,MXE_exon1,0.007227369,0.373,7297,7671,NW_019863215.1_7297_7671
LOC112053186,NW_019863215.1,+,MXE_exon1,0.005045956,0.252,7297,7671,NW_019863215.1_7297_7671
LOC112053186,NW_019863215.1,+,MXE_exon1,0.010158604,0.254,7297,7671,NW_019863215.1_7297_7671
LOC112053186,NW_019863215.1,+,MXE_exon1,0.011516545,0.25,7297,7671,NW_019863215.1_7297_7671
LOC112053186,NW_019863215.1,+,MXE_exon1,0.02175079,0.139,7297,7673,NW_019863215.1_7297_7673
LOC112053186,NW_019863215.1,+,MXE_exon1,0.007668647,0.365,7297,7673,NW_019863215.1_7297_7673
LOC112053186,NW_019863215.1,+,MXE_exon1,0.008867415,0.27,7297,7673,NW_019863215.1_7297_7673
LOC112053186,NW_019863215.1,+,MXE_exon1,0.017079187,0.27,7297,7673,NW_019863215.1_7297_7673
LOC112053186,NW_019863215.1,+,MXE_exon1,0.019100209,0.266,7297,7673,NW_019863215.1_7297_7673
LOC112049588,NW_019862980.1,-,MXE_exon1,0.000131389,-0.275,89848,90134,NW_019862980.1_89848_90134
LOC112056560,NW_019863879.1,-,MXE_exon1,0.048709633,-0.111,6578,6888,NW_019863879.1_6578_6888
LOC112048729,NW_019862941.1,+,MXE_exon1,0.000229293,0.061,290013,290265,NW_019862941.1_290013_290265
LOC112049870,NW_019862756.1,-,MXE_exon1,0.017079187,0.026,646951,647267,NW_019862756.1_646951_647267
LOC112049870,NW_019862756.1,-,MXE_exon1,0.018792364,0.429,647006,647275,NW_019862756.1_647006_647275
LOC112051313,NW_019863074.1,+,MXE_exon1,0.005407058,0.07,155194,155614,NW_019863074.1_155194_155614
LOC112046878,NW_019862874.1,+,MXE_exon1,0.045355499,0.01,165441,165819,NW_019862874.1_165441_165819
LOC112046887,NW_019862874.1,-,MXE_exon1,3.46E-06,-0.145,19470,19836,NW_019862874.1_19470_19836
LOC112046887,NW_019862874.1,-,MXE_exon1,3.46E-06,-0.145,19470,19855,NW_019862874.1_19470_19855
LOC112046887,NW_019862874.1,-,MXE_exon1,0.000107463,-0.131,19470,19858,NW_019862874.1_19470_19858
LOC112046887,NW_019862874.1,-,MXE_exon1,8.33E-07,-0.359,19470,19868,NW_019862874.1_19470_19868
LOC112046887,NW_019862874.1,-,MXE_exon1,1.70E-06,-0.15,19470,19868,NW_019862874.1_19470_19868
LOC112046887,NW_019862874.1,-,MXE_exon1,3.46E-06,-0.145,19470,20127,NW_019862874.1_19470_20127
LOC112046887,NW_019862874.1,-,MXE_exon1,0.012844724,-0.14,19540,19836,NW_019862874.1_19540_19836
LOC112046887,NW_019862874.1,-,MXE_exon1,0.016433533,-0.131,19540,19855,NW_019862874.1_19540_19855
LOC112046887,NW_019862874.1,-,MXE_exon1,0.026832488,-0.126,19540,19858,NW_019862874.1_19540_19858
LOC112046887,NW_019862874.1,-,MXE_exon1,0.016889186,-0.13,19540,20127,NW_019862874.1_19540_20127
LOC112047356,NW_019862890.1,+,MXE_exon1,0.000634095,0.409,325048,325690,NW_019862890.1_325048_325690
LOC112047356,NW_019862890.1,+,MXE_exon1,2.59E-05,0.402,325383,325950,NW_019862890.1_325383_325950
LOC112047356,NW_019862890.1,+,MXE_exon1,0.013387789,0.274,325383,325950,NW_019862890.1_325383_325950
LOC112047356,NW_019862890.1,+,MXE_exon1,0.000121704,0.444,325390,325690,NW_019862890.1_325390_325690
LOC112047356,NW_019862890.1,+,MXE_exon1,8.08E-05,0.432,325390,325690,NW_019862890.1_325390_325690
LOC112045524,NW_019862834.1,-,MXE_exon1,6.96E-05,0.038,974751,975083,NW_019862834.1_974751_975083
LOC112045524,NW_019862834.1,-,MXE_exon1,5.87E-05,0.038,974751,975088,NW_019862834.1_974751_975088
LOC112058236,NW_019862773.1,+,MXE_exon1,0.036919635,0.104,183303,183516,NW_019862773.1_183303_183516
LOC112057044,NW_019864244.1,-,MXE_exon1,1.47E-05,-0.303,2237,2613,NW_019864244.1_2237_2613
LOC112056365,NW_019863789.1,-,MXE_exon1,0.002086439,0.594,50589,50807,NW_019863789.1_50589_50807
LOC112056365,NW_019863789.1,-,MXE_exon1,0.002091054,0.471,50589,50921,NW_019863789.1_50589_50921
LOC112056365,NW_019863789.1,-,MXE_exon1,0.000265906,-0.441,58670,59001,NW_019863789.1_58670_59001
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.166,1102640,1103181,NW_019862778.1_1102640_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.102,1102640,1103181,NW_019862778.1_1102640_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.169,1102640,1103181,NW_019862778.1_1102640_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.178,1102640,1103181,NW_019862778.1_1102640_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.178,1102864,1103181,NW_019862778.1_1102864_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.112,1102864,1103181,NW_019862778.1_1102864_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.181,1102864,1103181,NW_019862778.1_1102864_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.19,1102864,1103181,NW_019862778.1_1102864_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.166,1102868,1103180,NW_019862778.1_1102868_1103180
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.103,1102868,1103180,NW_019862778.1_1102868_1103180
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.17,1102868,1103180,NW_019862778.1_1102868_1103180
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.178,1102868,1103180,NW_019862778.1_1102868_1103180
LOC112058550,NW_019862778.1,-,MXE_exon1,8.36E-14,-0.228,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,2.89E-13,-0.229,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.249,1102868,1103181,NW_019862778.1_1102868_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.163,1102868,1103187,NW_019862778.1_1102868_1103187
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.101,1102868,1103187,NW_019862778.1_1102868_1103187
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.166,1102868,1103187,NW_019862778.1_1102868_1103187
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.175,1102868,1103187,NW_019862778.1_1102868_1103187
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.156,1102898,1103181,NW_019862778.1_1102898_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.095,1102898,1103181,NW_019862778.1_1102898_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.16,1102898,1103181,NW_019862778.1_1102898_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0,-0.167,1102898,1103181,NW_019862778.1_1102898_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,6.29E-11,-0.081,1102955,1103181,NW_019862778.1_1102955_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,3.39E-12,-0.042,1102955,1103181,NW_019862778.1_1102955_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,7.96E-11,-0.083,1102955,1103181,NW_019862778.1_1102955_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,1.61E-13,-0.085,1102955,1103181,NW_019862778.1_1102955_1103181
LOC112058550,NW_019862778.1,-,MXE_exon1,0.023224332,-0.016,1102972,1103181,NW_019862778.1_1102972_1103181
LOC112052001,NW_019863118.1,-,MXE_exon1,0.001145864,0.071,161542,161997,NW_019863118.1_161542_161997
LOC112052001,NW_019863118.1,-,MXE_exon1,0.001145864,0.071,161542,162366,NW_019863118.1_161542_162366
LOC112052867,NW_019863182.1,-,MXE_exon1,1.81E-06,-0.163,230886,231099,NW_019863182.1_230886_231099
LOC112052867,NW_019863182.1,-,MXE_exon1,0.002494462,-0.135,230886,231099,NW_019863182.1_230886_231099
LOC112052867,NW_019863182.1,-,MXE_exon1,1.40E-05,-0.108,230886,231099,NW_019863182.1_230886_231099
LOC112052867,NW_019863182.1,-,MXE_exon1,2.84E-10,-0.063,230886,231252,NW_019863182.1_230886_231252
LOC112052867,NW_019863182.1,-,MXE_exon1,3.15E-06,-0.051,230886,231252,NW_019863182.1_230886_231252
LOC112052867,NW_019863182.1,-,MXE_exon1,1.31E-10,-0.091,230886,231535,NW_019863182.1_230886_231535
LOC112052867,NW_019863182.1,-,MXE_exon1,1.65E-06,-0.074,230886,231535,NW_019863182.1_230886_231535
LOC112052867,NW_019863182.1,-,MXE_exon1,7.87E-10,-0.127,230886,231535,NW_019863182.1_230886_231535
LOC112051523,NW_019863087.1,+,MXE_exon1,0.045131223,0.385,159251,159699,NW_019863087.1_159251_159699
LOC112051523,NW_019863087.1,+,MXE_exon1,0.001607513,0.147,159251,159699,NW_019863087.1_159251_159699
LOC112051523,NW_019863087.1,+,MXE_exon1,0.000448811,0.166,159251,159699,NW_019863087.1_159251_159699
LOC112051523,NW_019863087.1,+,MXE_exon1,0.031125835,0.302,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,0.02355808,0.273,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,0.018917359,0.461,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,0.000813975,0.514,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,5.44E-05,0.207,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,4.66E-06,0.225,159251,159704,NW_019863087.1_159251_159704
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008935951,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008917008,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.00892196,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008882236,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008870016,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008984978,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008936098,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008990134,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.00892196,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.0088538,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.00892196,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.00892196,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.008780035,0.061,159548,159951,NW_019863087.1_159548_159951
LOC112051523,NW_019863087.1,+,MXE_exon1,0.003779595,0.089,182891,183127,NW_019863087.1_182891_183127
LOC112051523,NW_019863087.1,+,MXE_exon1,0.007476857,0.075,182891,183185,NW_019863087.1_182891_183185
LOC112051523,NW_019863087.1,+,MXE_exon1,7.84E-07,0.105,182891,183186,NW_019863087.1_182891_183186
LOC112051523,NW_019863087.1,+,MXE_exon1,0.004253432,-0.103,182906,183127,NW_019863087.1_182906_183127
LOC112044491,NW_019862810.1,+,MXE_exon1,0.008434372,0.168,732143,732501,NW_019862810.1_732143_732501
LOC112044491,NW_019862810.1,+,MXE_exon1,0.036459969,0.194,732143,732501,NW_019862810.1_732143_732501
LOC112049219,NW_019862964.1,-,MXE_exon1,3.87E-13,-0.166,412106,412637,NW_019862964.1_412106_412637
LOC112046986,NW_019862879.1,-,MXE_exon1,0.003299459,0.026,319094,319481,NW_019862879.1_319094_319481
LOC112051371,NW_019863078.1,-,MXE_exon1,0.025663096,-0.045,44512,44911,NW_019863078.1_44512_44911
LOC112051371,NW_019863078.1,-,MXE_exon1,0.025663096,-0.045,44512,44911,NW_019863078.1_44512_44911
LOC112051307,NW_019863073.1,-,MXE_exon1,0.021632451,0.009,209758,210152,NW_019863073.1_209758_210152
LOC112052225,NW_019863134.1,-,MXE_exon1,6.90E-06,-0.052,125865,126151,NW_019863134.1_125865_126151
LOC112056544,NW_019863876.1,+,MXE_exon1,0.001457292,0.171,19521,19869,NW_019863876.1_19521_19869
LOC112058474,NW_019862777.1,-,MXE_exon1,8.87E-05,0.191,806358,806612,NW_019862777.1_806358_806612
LOC112046146,NW_019862849.1,+,MXE_exon1,0.00701825,-0.495,796687,797062,NW_019862849.1_796687_797062
LOC112055375,NW_019863509.1,-,MXE_exon1,0.004678294,0.024,85551,85842,NW_019863509.1_85551_85842
LOC112055375,NW_019863509.1,-,MXE_exon1,0.008730153,0.021,85551,85842,NW_019863509.1_85551_85842
LOC112055375,NW_019863509.1,-,MXE_exon1,0.009250096,0.021,85551,86075,NW_019863509.1_85551_86075
LOC112055375,NW_019863509.1,-,MXE_exon1,0.028703157,0.018,85551,86075,NW_019863509.1_85551_86075
LOC112055375,NW_019863509.1,-,MXE_exon1,0.030730474,0.017,85551,86210,NW_019863509.1_85551_86210
LOC112055375,NW_019863509.1,-,MXE_exon1,0.000509978,0.061,85896,86210,NW_019863509.1_85896_86210
LOC112044077,NW_019862803.1,+,MXE_exon1,0.000643152,-0.258,139313,139644,NW_019862803.1_139313_139644
LOC112044077,NW_019862803.1,+,MXE_exon1,0.000783257,-0.26,139313,139644,NW_019862803.1_139313_139644
LOC112044077,NW_019862803.1,+,MXE_exon1,7.07E-07,-0.169,139313,139644,NW_019862803.1_139313_139644
LOC112044077,NW_019862803.1,+,MXE_exon1,0.00091081,-0.263,139313,139644,NW_019862803.1_139313_139644
LOC112049759,NW_019862988.1,+,MXE_exon1,2.84E-06,0.254,252997,253353,NW_019862988.1_252997_253353
LOC112054011,NW_019863305.1,+,MXE_exon1,2.11E-05,-0.474,144736,145064,NW_019863305.1_144736_145064
LOC112053574,NW_019862760.1,-,MXE_exon1,0.000115025,-0.342,171061,171372,NW_019862760.1_171061_171372
LOC112052834,NW_019863180.1,-,MXE_exon1,0.000210219,0.203,221061,221323,NW_019863180.1_221061_221323
LOC112047449,NW_019862893.1,-,MXE_exon1,4.82E-07,0.411,406289,406522,NW_019862893.1_406289_406522
LOC112047449,NW_019862893.1,-,MXE_exon1,0.035305007,-0.39,408472,408801,NW_019862893.1_408472_408801
LOC112047449,NW_019862893.1,-,MXE_exon1,8.59E-07,0.518,408472,408801,NW_019862893.1_408472_408801
LOC112047449,NW_019862893.1,-,MXE_exon1,4.26E-06,0.422,410707,410994,NW_019862893.1_410707_410994
LOC112047434,NW_019862893.1,-,MXE_exon1,0.036820691,0.059,381552,381850,NW_019862893.1_381552_381850
LOC112058078,NW_019862771.1,+,MXE_exon1,7.42E-05,0.104,741694,742074,NW_019862771.1_741694_742074
LOC112058374,NW_019862775.1,+,MXE_exon1,0.017490391,0.024,1559384,1559863,NW_019862775.1_1559384_1559863
LOC112053274,NW_019863223.1,+,MXE_exon1,1.89E-06,-0.215,161366,161792,NW_019863223.1_161366_161792
LOC112051655,NW_019863094.1,-,MXE_exon1,0.015983558,-0.051,188025,188273,NW_019863094.1_188025_188273
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000396571,-0.051,262017,262403,NW_019862874.1_262017_262403
LOC112046894,NW_019862874.1,+,MXE_exon1,4.45E-08,-0.063,262017,262406,NW_019862874.1_262017_262406
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000359835,-0.054,271770,272132,NW_019862874.1_271770_272132
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000403215,-0.032,271770,272133,NW_019862874.1_271770_272133
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000359835,-0.054,271770,272202,NW_019862874.1_271770_272202
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000358853,-0.055,271770,272304,NW_019862874.1_271770_272304
LOC112046894,NW_019862874.1,+,MXE_exon1,0.000377857,-0.054,271770,272320,NW_019862874.1_271770_272320
LOC112049491,NW_019862976.1,-,MXE_exon1,0.00222213,-0.135,66783,67119,NW_019862976.1_66783_67119
LOC112056342,NW_019863781.1,+,MXE_exon1,6.62E-05,0.303,15521,16083,NW_019863781.1_15521_16083
LOC112056342,NW_019863781.1,+,MXE_exon1,0.002220912,0.262,15521,16083,NW_019863781.1_15521_16083
LOC112051181,NW_019863067.1,-,MXE_exon1,0.011711652,0.122,304741,305122,NW_019863067.1_304741_305122
LOC112051181,NW_019863067.1,-,MXE_exon1,0.011711652,0.122,304741,305304,NW_019863067.1_304741_305304
LOC112051181,NW_019863067.1,-,MXE_exon1,0.011711652,0.122,304741,305436,NW_019863067.1_304741_305436
LOC112051181,NW_019863067.1,-,MXE_exon1,0.002345938,-0.28,305635,306143,NW_019863067.1_305635_306143
LOC112054571,NW_019863377.1,+,MXE_exon1,0.010918577,0.345,138558,138867,NW_019863377.1_138558_138867
LOC112056020,NW_019863685.1,-,MXE_exon1,1.10E-07,0.298,12081,12388,NW_019863685.1_12081_12388
LOC112047033,NW_019862881.1,-,MXE_exon1,0.001220863,-0.387,300795,301085,NW_019862881.1_300795_301085
LOC112049557,NW_019862978.1,+,MXE_exon1,0.049326953,0.147,92874,93256,NW_019862978.1_92874_93256
LOC112049557,NW_019862978.1,+,MXE_exon1,0.014220948,0.131,92930,93256,NW_019862978.1_92930_93256
LOC112049557,NW_019862978.1,+,MXE_exon1,0.023609871,0.11,92930,93256,NW_019862978.1_92930_93256
LOC112049557,NW_019862978.1,+,MXE_exon1,0.039335114,-0.026,95699,96024,NW_019862978.1_95699_96024
LOC112046143,NW_019862849.1,+,MXE_exon1,0.015823568,0.034,172486,173033,NW_019862849.1_172486_173033
LOC112055522,NW_019863545.1,+,MXE_exon1,0.012250507,-0.037,40275,40647,NW_019863545.1_40275_40647
LOC112049503,NW_019862976.1,-,MXE_exon1,3.16E-08,-0.056,435755,436361,NW_019862976.1_435755_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,3.16E-08,-0.056,435755,436361,NW_019862976.1_435755_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,2.45E-08,-0.015,435755,436361,NW_019862976.1_435755_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,5.59E-08,-0.053,435755,436361,NW_019862976.1_435755_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,4.54E-08,-0.042,435755,436361,NW_019862976.1_435755_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,8.42E-09,-0.075,436097,436361,NW_019862976.1_436097_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,8.42E-09,-0.075,436097,436361,NW_019862976.1_436097_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,5.93E-09,-0.022,436097,436361,NW_019862976.1_436097_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,1.55E-08,-0.071,436097,436361,NW_019862976.1_436097_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,1.23E-08,-0.057,436097,436361,NW_019862976.1_436097_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,5.33E-12,-0.07,436098,436328,NW_019862976.1_436098_436328
LOC112049503,NW_019862976.1,-,MXE_exon1,5.33E-12,-0.07,436098,436328,NW_019862976.1_436098_436328
LOC112049503,NW_019862976.1,-,MXE_exon1,3.84E-12,-0.019,436098,436328,NW_019862976.1_436098_436328
LOC112049503,NW_019862976.1,-,MXE_exon1,8.70E-12,-0.067,436098,436328,NW_019862976.1_436098_436328
LOC112049503,NW_019862976.1,-,MXE_exon1,7.50E-12,-0.053,436098,436328,NW_019862976.1_436098_436328
LOC112049503,NW_019862976.1,-,MXE_exon1,5.85E-06,-0.145,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,5.85E-06,-0.145,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,1.79E-07,-0.14,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,2.03E-07,-0.124,436098,436361,NW_019862976.1_436098_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,1.42E-11,-0.077,436098,436419,NW_019862976.1_436098_436419
LOC112049503,NW_019862976.1,-,MXE_exon1,1.42E-11,-0.077,436098,436419,NW_019862976.1_436098_436419
LOC112049503,NW_019862976.1,-,MXE_exon1,7.94E-12,-0.022,436098,436419,NW_019862976.1_436098_436419
LOC112049503,NW_019862976.1,-,MXE_exon1,2.53E-11,-0.074,436098,436419,NW_019862976.1_436098_436419
LOC112049503,NW_019862976.1,-,MXE_exon1,2.23E-11,-0.059,436098,436419,NW_019862976.1_436098_436419
LOC112049503,NW_019862976.1,-,MXE_exon1,5.28E-09,-0.072,436102,436361,NW_019862976.1_436102_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,5.28E-09,-0.072,436102,436361,NW_019862976.1_436102_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,3.73E-09,-0.021,436102,436361,NW_019862976.1_436102_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,9.48E-09,-0.068,436102,436361,NW_019862976.1_436102_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,7.67E-09,-0.055,436102,436361,NW_019862976.1_436102_436361
LOC112049503,NW_019862976.1,-,MXE_exon1,1.71E-06,0.143,440794,441224,NW_019862976.1_440794_441224
LOC112049503,NW_019862976.1,-,MXE_exon1,1.71E-06,0.143,440794,441224,NW_019862976.1_440794_441224
LOC112049503,NW_019862976.1,-,MXE_exon1,1.71E-06,0.143,440794,441224,NW_019862976.1_440794_441224
LOC112049503,NW_019862976.1,-,MXE_exon1,2.25E-07,0.133,440794,441224,NW_019862976.1_440794_441224
LOC112049503,NW_019862976.1,-,MXE_exon1,7.77E-07,0.137,440794,441224,NW_019862976.1_440794_441224
LOC112055942,NW_019863661.1,+,MXE_exon1,0.037240046,-0.222,19685,20006,NW_019863661.1_19685_20006
LOC112046842,NW_019862873.1,+,MXE_exon1,0.005699643,0.066,564192,564408,NW_019862873.1_564192_564408
LOC112056419,NW_019863807.1,-,MXE_exon1,0.000329714,0.064,17705,18040,NW_019863807.1_17705_18040
LOC112056419,NW_019863807.1,-,MXE_exon1,0.000343589,0.064,17705,18049,NW_019863807.1_17705_18049
LOC112055262,NW_019862762.1,-,MXE_exon1,0.025318718,0.021,188134,188759,NW_019862762.1_188134_188759
LOC112055262,NW_019862762.1,-,MXE_exon1,0.002338823,0.046,188134,188759,NW_019862762.1_188134_188759
LOC112055262,NW_019862762.1,-,MXE_exon1,0.02520976,0.013,188134,188762,NW_019862762.1_188134_188762
LOC112058168,NW_019862772.1,+,MXE_exon1,0.000353333,0.045,1624313,1624584,NW_019862772.1_1624313_1624584
LOC112055327,NW_019863501.1,+,MXE_exon1,0.005164114,0.057,64023,64412,NW_019863501.1_64023_64412
LOC112042935,NW_019862782.1,-,MXE_exon1,0.042206334,-0.028,1151710,1152089,NW_019862782.1_1151710_1152089
LOC112042935,NW_019862782.1,-,MXE_exon1,0.048987846,-0.096,1176464,1176739,NW_019862782.1_1176464_1176739
LOC112047844,NW_019862905.1,-,MXE_exon1,0,-0.027,640578,640995,NW_019862905.1_640578_640995
LOC112048050,NW_019862754.1,-,MXE_exon1,0.012844724,-0.069,1606504,1606805,NW_019862754.1_1606504_1606805
LOC112046122,NW_019862752.1,-,MXE_exon1,0.012139452,-0.153,1920176,1920480,NW_019862752.1_1920176_1920480
LOC112055365,NW_019863507.1,+,MXE_exon1,0.002213034,0.158,48390,48804,NW_019863507.1_48390_48804
LOC112043271,NW_019862788.1,-,MXE_exon1,8.04E-07,0.503,49614,50027,NW_019862788.1_49614_50027
LOC112045866,NW_019862842.1,+,MXE_exon1,0.002444228,-0.034,802730,803247,NW_019862842.1_802730_803247
LOC112045866,NW_019862842.1,+,MXE_exon1,0.000526572,-0.032,802730,803247,NW_019862842.1_802730_803247
LOC112052126,NW_019863128.1,+,MXE_exon1,5.83E-05,-0.292,162643,162957,NW_019863128.1_162643_162957
LOC112052126,NW_019863128.1,+,MXE_exon1,0.005161779,-0.04,162646,162957,NW_019863128.1_162646_162957
LOC112044961,NW_019862820.1,+,MXE_exon1,0.002876697,0.074,77438,77822,NW_019862820.1_77438_77822
LOC112044961,NW_019862820.1,+,MXE_exon1,0.011970501,0.104,77438,77851,NW_019862820.1_77438_77851
LOC112044961,NW_019862820.1,+,MXE_exon1,0.010600561,0.151,77442,77822,NW_019862820.1_77442_77822
LOC112043560,NW_019862792.1,-,MXE_exon1,0.000229293,-0.113,634818,635122,NW_019862792.1_634818_635122
LOC112058604,NW_019862778.1,+,MXE_exon1,0.016426,0.135,1084590,1084948,NW_019862778.1_1084590_1084948
LOC112046693,NW_019862867.1,+,MXE_exon1,6.68E-11,-0.081,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,MXE_exon1,0,-0.105,672456,672719,NW_019862867.1_672456_672719
LOC112046693,NW_019862867.1,+,MXE_exon1,0.024320343,-0.125,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,MXE_exon1,0.025355556,-0.077,673743,674132,NW_019862867.1_673743_674132
LOC112046693,NW_019862867.1,+,MXE_exon1,2.91E-09,0.076,675287,675631,NW_019862867.1_675287_675631
